OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
1183710	254162325	ECB_02241	2376604	2377518	-	304	COG0777I	acetyl-CoA carboxylase subunit beta
1183711	254162326	ECB_02242	2377674	2378333	-	219	COG0586S	hypothetical protein
1183711	254162327	ECB_02243	2378416	2379228	-	270	COG0101J	tRNA pseudouridine synthase A
1183711	254162328	ECB_02244	2379228	2380241	-	337	COG0136E	putative semialdehyde dehydrogenase
1183711	254162329	ECB_02245	2380307	2381443	-	378	COG0111HE	erythronate-4-phosphate dehydrogenase
1183712	254162334	ECB_02250	2387483	2387761	-	92	-	hypothetical protein
1183712	254162335	ECB_02251	2387795	2388343	-	182	COG3101S	hypothetical protein
1183712	254162336	ECB_02252	2388343	2389152	-	269	COG0730R	hypothetical protein
1183712	254162337	ECB_02253	2389152	2389976	-	274	COG3770M	penicillin-insensitive murein endopeptidase
1183712	254162338	ECB_02254	2389980	2391065	-	361	COG0082E	chorismate synthase
1183712	254162339	ECB_02255	2391100	2392032	-	310	COG2890J	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
1183713	254162341	ECB_02257	2392875	2393672	-	265	-	hypothetical protein
1183713	254162342	ECB_02258	2393701	2394252	-	183	COG3539NU	putative fimbrial-like adhesin protein
1183713	254162343	ECB_02259	2394249	2394728	-	159	COG3539NU	putative fimbrial-like adhesin protein
1183713	254162344	ECB_02260	2394725	2395231	-	168	COG3539NU	putative fimbrial-like adhesin protein
1183713	254162345	ECB_02261	2395248	2396000	-	250	COG3121NU	putative periplasmic pilus chaperone
1183713	254162346	ECB_02262	2396020	2398665	-	881	COG3188NU	putative outer membrane export usher protein
1183714	254162349	ECB_02265	2400679	2402823	-	714	COG1250I	multifunctional fatty acid oxidation complex subunit alpha
1183714	254162350	ECB_02266	2402823	2404133	-	436	COG0183I	3-ketoacyl-CoA thiolase
1183715	254162353	ECB_02270	2407457	2407960	-	167	COG1662L	IS1 protein InsB
1183715	254162354	ECB_02271	2407879	2408154	-	91	COG3677L	IS1 protein InsA
1183716	254162358	ECB_02275	2412074	2413411	+	445	COG2610GE	permease DsdX
1183716	254162359	ECB_02276	2413429	2414757	+	442	COG3048E	D-serine dehydratase
1183717	254162360	ECB_02277	2414865	2416403	-	512	COG2814G	putative multidrug efflux system
1183717	254162361	ECB_02278	2416403	2417566	-	387	COG1566V	EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component
1183718	254162362	ECB_02279	2417982	2418596	+	204	COG2197TK	DNA-binding transcriptional activator EvgA
1183718	254162363	ECB_02280	2418601	2422194	+	1197	COG0642T	hybrid sensory histidine kinase in two-component regulatory system with EvgA
1183719	254162365	ECB_02282	2423469	2424413	-	314	COG0679R	putative transporter YfdV
1183719	254162366	ECB_02283	2424483	2426177	-	564	COG0028EH	putative oxalyl-CoA decarboxylase
1183719	254162367	ECB_02284	2426231	2427481	-	416	COG1804C	formyl-coenzyme A transferase
1183720	254162373	ECB_02290	2432896	2434593	+	565	COG3275T	putative sensory kinase in two-component system with YpdB
1183720	254162374	ECB_02291	2434608	2435342	+	244	COG3279KT	putative response regulator in two-component system withYpdA
1183720	254162375	ECB_02292	2435355	2436212	+	285	COG2207K	putative DNA-binding protein
1183721	254162376	ECB_02293	2436215	2438710	-	831	COG1080G	PTS system Hpr component subunit IIA
1183721	254162377	ECB_02294	2438735	2439772	-	345	COG1363G	exoaminopeptidase
1183721	254162378	ECB_02295	2439772	2440857	-	361	COG0006E	aminopeptidase
1183721	254162379	ECB_02296	2440872	2442119	-	415	COG1299G	putative PTS system transporter subunit IIC
1183721	254162380	ECB_02297	2442141	2442467	-	108	COG1445G	putative PTS system transporter subunit IIB
1183722	254162387	ECB_02304	2451343	2451687	+	114	-	putative DNA-binding transcriptional regulator
1183722	254162388	ECB_02305	2451689	2452081	+	130	-	putative DNA-binding transcriptional regulator
1183723	254162393	ECB_02310	2456667	2456885	-	72	COG3530S	hypothetical protein
1183723	254162394	ECB_02311	2456887	2458902	-	671	COG0272L	NAD-dependent DNA ligase LigA
1183724	254162398	ECB_02315	2462490	2462747	+	85	COG1925G	PTS system phosphohistidinoprotein-hexose phosphotransferase subunit Hpr
1183724	254162399	ECB_02316	2462792	2464519	+	575	COG1080G	phosphoenolpyruvate-protein phosphotransferase
1183724	254162400	ECB_02317	2464560	2465069	+	169	COG2190G	PTS system glucose-specific transporter subunit
1183725	254162402	ECB_02319	2466068	2466442	+	124	-	hypothetical protein
1183725	254162403	ECB_02320	2466475	2467209	+	244	COG4884S	hypothetical protein
1183726	254162405	ECB_02322	2468459	2469556	-	365	COG1118P	sulfate/thiosulfate transporter subunit
1183726	254162406	ECB_02323	2469546	2469995	-	149	COG4208P	sulfate/thiosulfate transporter subunit
1183727	254162407	ECB_02324	2470421	2471254	-	277	COG0555O	sulfate/thiosulfate transporter subunit
1183727	254162408	ECB_02325	2471254	2472270	-	338	COG4150P	thiosulfate transporter subunit
1183728	254162411	ECB_02328	2474515	2475411	+	298	COG2103R	N-acetylmuramic acid-6-phosphate etherase
1183728	254162412	ECB_02329	2475415	2476839	+	474	COG1263G	PTS system N-acetylmuramic acid transporter subunits EIIBC
1183728	254162413	ECB_02330	2476757	2476933	+	58	-	hypothetical protein
1183729	254162414	ECB_02331	2477019	2477918	-	299	COG2837P	hypothetical protein
1183729	254162415	ECB_02332	2478014	2478589	-	191	-	hypothetical protein
1183730	254162416	ECB_02333	2478796	2479245	-	149	-	putative inner membrane protein
1183730	254162417	ECB_02334	2479232	2479657	-	141	COG0456R	putative acetyltransferase
1183731	254162418	ECB_02335	2479871	2480740	+	289	COG0860M	N-acetylmuramoyl-l-alanine amidase I
1183731	254162419	ECB_02336	2480744	2481643	+	299	COG0408H	coproporphyrinogen III oxidase
1183732	254162420	ECB_02337	2481649	2482701	-	350	COG2207K	transcriptional regulator EutR
1183732	254162421	ECB_02338	2482747	2483247	-	166	COG4577QC	putative carboxysome structural protein with putative role in ethanolamine utilization
1183732	254162422	ECB_02339	2483260	2483919	-	219	COG4816E	putative carboxysome structural protein with putative role in ethanolamine utilization
1183732	254162423	ECB_02340	2483929	2484816	-	295	COG4302E	ethanolamine ammonia-lyase small subunit
1183732	254162424	ECB_02341	2484837	2486198	-	453	COG4303E	ethanolamine ammonia-lyase, large subunit, heavy chain
1183732	254162425	ECB_02342	2486210	2487613	-	467	COG4819E	reactivating factor for ethanolamine ammonia lyase
1183732	254162426	ECB_02343	2487610	2488836	-	408	COG3192E	putative inner membrane protein
1183733	254162427	ECB_02344	2489153	2490340	-	395	COG1454C	putative alcohol dehydrogenase in ethanolamine utilization
1183733	254162428	ECB_02345	2490330	2491166	-	278	COG4820E	putative chaperonin, ethanolamine utilization protein
1183733	254162429	ECB_02346	2491177	2492580	-	467	COG1012C	putative aldehyde dehydrogenase, ethanolamine utilization protein
1183733	254162430	ECB_02347	2492592	2492879	-	95	COG4576QC	putative carboxysome structural protein, ethanolamine utilization protein
1183734	254162431	ECB_02348	2492986	2493279	-	97	COG4577QC	putative carboxysome structural protein, ethanolamine utilization protein
1183734	254162432	ECB_02349	2493318	2494334	-	338	COG0280C	phosphotransacetylase
1183734	254162433	ECB_02350	2494324	2495133	-	269	COG4812E	putative cobalamin adenosyltransferase in ethanolamine utilization
1183734	254162434	ECB_02351	2495130	2495831	-	233	COG4766E	hypothetical protein
1183734	254162435	ECB_02352	2495806	2496285	-	159	COG4917E	hypothetical protein
1183734	254162436	ECB_02353	2496298	2496633	-	111	COG4810E	putative carboxysome structural protein with putative role in ethanol utilization
1183735	254162438	ECB_02355	2499494	2500444	+	316	COG0176G	transaldolase A
1183735	254162439	ECB_02356	2500464	2502467	+	667	COG0021G	transketolase
1183736	254162441	ECB_02358	2503731	2504306	-	191	COG0494LR	putative NUDIX hydrolase
1183736	254162442	ECB_02359	2504374	2506353	-	659	COG0493ER	putative oxidoreductase Fe-S binding subunit
1183737	254162445	ECB_02362	2512075	2512431	+	118	COG1393P	hypothetical protein
1183737	254162446	ECB_02363	2512435	2513562	+	375	COG0624E	succinyl-diaminopimelate desuccinylase
1183737	254162447	ECB_02364	2513590	2513790	+	66	-	hypothetical protein
1183738	254162448	ECB_02365	2513900	2514598	-	232	COG0400R	esterase YpfH
1183738	254162449	ECB_02366	2514672	2516687	-	671	COG1444R	putative hydrolase
1183738	254162450	ECB_02367	2516702	2517565	-	287	COG2321R	hypothetical protein
1183739	254162452	ECB_02369	2518659	2519693	-	344	COG3317M	lipoprotein
1183739	254162453	ECB_02370	2519710	2520588	-	292	COG0329EM	dihydrodipicolinate synthase
1183740	254162454	ECB_02371	2520734	2521306	+	190	COG2716E	glycine cleavage system transcriptional repressor
1183740	254162455	ECB_02372	2521306	2521776	+	156	COG1225O	thioredoxin-dependent thiol peroxidase
1183741	254162456	ECB_02373	2522029	2522646	+	205	COG1142C	hydrogenase 4, 4Fe-4S subunit
1183741	254162457	ECB_02374	2522646	2524664	+	672	COG0651CP	hydrogenase 4 subunit B
1183742	254162458	ECB_02376	2525724	2527073	+	449	COG1009CP	hydrogenase 4 subunit D
1183742	254162459	ECB_02377	2527088	2527738	+	216	COG4237C	hydrogenase 4 membrane subunit
1183742	254162460	ECB_02378	2527743	2529323	+	526	COG0651CP	hydrogenase 4 subunit F
1183742	254162461	ECB_02379	2529313	2530980	+	555	COG3261C	hydrogenase 4, subunit
1183742	254162462	ECB_02380	2530990	2531529	+	179	COG1143C	hydrogenase 4 subunit H
1183742	254162463	ECB_02381	2531526	2532284	+	252	COG3260C	hydrogenase 4, Fe-S subunit
1183742	254162464	ECB_02382	2532277	2532690	+	137	-	putative processing element hydrogenase 4
1183742	254162465	ECB_02383	2532726	2534732	+	668	COG3604KT	DNA-binding transcriptional activator, formate sensing
1183742	254162466	ECB_02384	2534754	2535602	+	282	COG2116P	putative formate transporter
1183743	254162468	ECB_02386	2536914	2538377	+	487	COG4783R	putative peptidase
1183743	254162469	ECB_02387	2538398	2538757	+	119	COG1393P	putative oxidoreductase
1183744	254162470	ECB_02388	2538895	2539641	-	248	COG0593L	DNA replication initiation factor
1183744	254162471	ECB_02389	2539691	2540980	-	429	COG2233F	uracil transporter
1183745	254162473	ECB_02391	2542017	2543054	+	345	COG0150F	phosphoribosylaminoimidazole synthetase
1183745	254162474	ECB_02392	2543054	2543692	+	212	COG0299F	phosphoribosylglycinamide formyltransferase
1183746	254162475	ECB_02393	2543863	2545929	+	688	COG0855P	polyphosphate kinase
1183746	254162476	ECB_02394	2545934	2547475	+	513	COG0248FP	exopolyphosphatase
1183747	254162479	ECB_02397	2550611	2551129	+	172	COG3133M	putative outer membrane lipoprotein
1183747	254162480	ECB_02398	2551145	2551684	+	179	-	hypothetical protein
1183748	254162481	ECB_02399	2551777	2553354	-	525	COG0519F	GMP synthase
1183748	254162482	ECB_02400	2553423	2554889	-	488	COG0516F	inosine 5'-monophosphate dehydrogenase
1183749	254162484	ECB_02402	2556418	2556633	-	71	-	hypothetical protein
1183749	254162485	ECB_02403	2556703	2558175	-	490	COG1160R	GTP-binding protein EngA
1183750	254162486	ECB_02404	2558293	2559471	-	392	COG1520S	outer membrane protein assembly complex subunit YfgL
1183750	254162487	ECB_02405	2559482	2560102	-	206	COG2976S	hypothetical protein
1183750	254162488	ECB_02406	2560120	2561394	-	424	COG0124J	histidyl-tRNA synthetase
1183751	254162489	ECB_02407	2561505	2562623	-	372	COG0821I	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
1183751	254162490	ECB_02408	2562650	2563663	-	337	COG1426S	cytoskeletal protein RodZ
1183752	254162493	ECB_02411	2565832	2568144	-	770	COG4953M	penicillin-binding protein 1C
1183752	254162494	ECB_02412	2568145	2573106	-	1653	COG2373R	hypothetical protein
1183753	254162497	ECB_02415	2575894	2577177	-	427	COG0260E	aminopeptidase B
1183753	254162498	ECB_02416	2577235	2577435	-	66	COG2975S	hypothetical protein
1183753	254162499	ECB_02417	2577447	2577782	-	111	COG0633C	[2Fe-2S] ferredoxin
1183753	254162500	ECB_02418	2577784	2579634	-	616	COG0443O	chaperone protein HscA
1183753	254162501	ECB_02419	2579651	2580166	-	171	COG1076O	co-chaperone HscB
1183753	254162502	ECB_02420	2580262	2580585	-	107	COG0316S	iron-sulfur cluster assembly protein
1183753	254162503	ECB_02421	2580602	2580988	-	128	COG0822C	scaffold protein
1183753	254162504	ECB_02422	2581016	2582230	-	404	COG1104E	cysteine desulfurase
1183754	254162512	ECB_02430	2589731	2591092	+	453	COG4638PR	3-phenylpropionate dioxygenase, large subunit alpha
1183754	254162513	ECB_02431	2591089	2591607	+	172	COG5517Q	3-phenylpropionate dioxygenase subunit beta
1183754	254162514	ECB_02432	2591607	2591927	+	106	COG2146PR	3-phenylpropionate dioxygenase ferredoxin subunit
1183754	254162515	ECB_02433	2591924	2592736	+	270	COG1028IQR	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase
1183754	254162516	ECB_02434	2592746	2593948	+	400	COG0446R	phenylpropionate dioxygenase ferredoxin reductase subunit
1183754	254162517	ECB_02435	2593973	2594467	+	164	COG2259S	putative inner membrane protein
1183755	254162518	ECB_02436	2594515	2595387	-	290	COG2017G	hypothetical protein
1183755	254162519	ECB_02437	2595399	2596460	-	353	COG1063ER	putative oxidoreductase, Zn-dependent and NAD(P)-binding
1183755	254162520	ECB_02438	2596526	2597524	-	332	COG1172G	putative sugar transporter subunit membrane component of ABC superfamily
1183755	254162521	ECB_02439	2597549	2599060	-	503	COG1129G	sugar ABC transporter ATP-binding protein
1183755	254162522	ECB_02440	2599083	2600066	-	327	COG1879G	putative sugar transporter subunit periplasmic-binding component of ABC superfamily
1183756	254162527	ECB_02445	2607769	2608107	-	112	COG0347E	nitrogen regulatory protein P-II 1
1183756	254162528	ECB_02446	2608168	2609502	-	444	COG2204T	putative DNA-binding response regulator in two-component system
1183756	254162529	ECB_02447	2609492	2610205	-	237	-	hypothetical protein
1183757	254162532	ECB_02451	2618084	2618359	+	91	COG3677L	IS1 protein InsA
1183757	254162533	ECB_02452	2618278	2618781	+	167	COG1662L	IS1 protein InsB
1183758	254162534	ECB_02453	2618846	2619382	-	178	COG0590FJ	tRNA-specific adenosine deaminase
1183758	254162535	ECB_02454	2619407	2619979	-	190	COG0560E	hypothetical protein
1183759	254162536	ECB_02455	2620251	2621099	+	282	COG1737K	putative DNA-binding transcriptional regulator
1183759	254162537	ECB_02456	2621155	2621415	+	86	COG1143C	putative 4Fe-4S cluster-containing protein
1183760	254162538	ECB_02457	2622110	2622490	-	126	COG0736I	4'-phosphopantetheinyl transferase
1183760	254162539	ECB_02458	2622490	2623221	-	243	COG0854H	pyridoxine 5'-phosphate synthase
1183760	254162540	ECB_02459	2623233	2623961	-	242	COG1381L	DNA repair protein RecO
1183760	254162541	ECB_02460	2623973	2624878	-	301	COG1159R	GTP-binding protein Era
1183760	254162542	ECB_02461	2624875	2625555	-	226	COG0571K	ribonuclease III
1183761	254162543	ECB_02462	2625828	2626802	-	324	COG0681U	signal peptidase I
1183761	254162544	ECB_02463	2626818	2628617	-	599	COG0481M	GTP-binding protein LepA
1183762	254162545	ECB_02464	2628815	2629294	-	159	COG3086T	SoxR reducing system protein RseC
1183762	254162546	ECB_02465	2629291	2630247	-	318	COG3026T	periplasmic negative regulator of sigmaE
1183762	254162547	ECB_02466	2630247	2630897	-	216	COG3073T	anti-RNA polymerase sigma factor SigE
1183762	254162548	ECB_02467	2630930	2631505	-	191	COG1595K	RNA polymerase sigma factor RpoE
1183763	254162558	ECB_02477	2640716	2641414	+	232	COG3148S	hypothetical protein
1183763	254162559	ECB_02478	2641446	2644106	+	886	COG1042C	acyl-CoA synthetase NAD(P)-binding subunit/ATP-binding subunit
1183764	254162564	ECB_02483	2655711	2656442	-	243	COG1496S	hypothetical protein
1183764	254162565	ECB_02484	2656439	2657419	-	326	COG0564J	23S rRNA pseudouridine synthase D
1183765	254162567	ECB_02486	2658562	2658903	+	113	COG1544J	translation inhibitor protein RaiA
1183765	254162568	ECB_02487	2659007	2659054	+	15	-	pheA gene leader peptide
1183765	254162569	ECB_02488	2659152	2660312	+	386	COG0077E	bifunctional chorismate mutase/prephenate dehydratase
1183766	254162570	ECB_02489	2660355	2661476	-	373	COG0287E	bifunctional chorismate mutase/prephenate dehydrogenase
1183766	254162571	ECB_02490	2661487	2662557	-	356	COG0722E	phospho-2-dehydro-3-deoxyheptonate aldolase
1183767	254162573	ECB_02492	2663282	2663800	+	172	-	hypothetical protein
1183767	254162574	ECB_02493	2663790	2665016	+	408	COG2199T	hypothetical protein
1183767	254162575	ECB_02494	2665032	2665514	+	160	COG2885M	putative outer membrane lipoprotein
1183768	254162576	ECB_02495	2665590	2665937	-	115	COG0335J	50S ribosomal protein L19
1183768	254162577	ECB_02496	2665979	2666746	-	255	COG0336J	tRNA (guanine-N(1)-)-methyltransferase
1183768	254162578	ECB_02497	2666777	2667325	-	182	COG0806J	16S rRNA-processing protein RimM
1183768	254162579	ECB_02498	2667344	2667592	-	82	COG0228J	30S ribosomal protein S16
1183769	254162587	ECB_02506	2675303	2675593	-	96	COG2914S	hypothetical protein
1183769	254162588	ECB_02507	2675583	2676059	-	158	COG2867I	hypothetical protein
1183770	254162591	ECB_02510	2678929	2680485	+	518	COG1961L	Recombinase
1183770	254162592	ECB_02511	2680475	2681371	+	298	COG1475K	ParB family protein
1183770	254162593	ECB_02512	2681368	2682264	+	298	COG1475K	hypothetical protein
1183771	254162594	ECB_02513	2682663	2682938	+	91	COG3677L	IS1 protein InsA
1183771	254162595	ECB_02514	2682857	2683360	+	167	COG1662L	IS1 protein InsB
1183772	254162596	ECB_02515	2683666	2684643	+	325	-	hypothetical protein
1183772	254162597	ECB_02516	2684662	2685930	+	422	COG0579R	hydroxyglutarate oxidase
1183772	254162598	ECB_02517	2685953	2687401	+	482	COG1012C	succinate-semialdehyde dehydrogenase I
1183772	254162599	ECB_02518	2687415	2688695	+	426	COG0160E	4-aminobutyrate aminotransferase
1183773	254162600	ECB_02519	2689006	2690406	+	466	COG1113E	gamma-aminobutyrate transporter
1183773	254162601	ECB_02520	2690427	2691089	+	220	COG1802K	DNA-binding transcriptional regulator CsiR
1183774	254162602	ECB_02521	2691090	2691539	-	149	COG1652S	LysM domain/BON superfamily protein
1183774	254162603	ECB_02522	2691623	2691781	-	52	COG0401S	hypothetical protein
1183775	254162604	ECB_02523	2691964	2692263	+	99	COG0640K	putative DNA-binding transcriptional regulator
